name_am,name_en,coordinates
"['Բրյուսովի փողոց', 'Արշակունյաց պողոտա 1-ին նրբանցք']","['Bryowsovi poghots', 'Arshakownyats poghota 1-in nrbantsk']","(40.167413553240415, 44.50247614128297)"
Արշակունյաց պողոտա,Arshakownyats poghota,"(40.16680543522242, 44.50568688429069)"
Այվազովսկու փողոց,Ayvazovskow poghots,"(40.13341752909754, 44.52195313612104)"
Այվազովսկու փողոց,Ayvazovskow poghots,"(40.13321245561805, 44.523348138799975)"
Նոր Արեշի 19-րդ փողոց,Nor Areshi 19-rd poghots,"(40.133846087652856, 44.523079672426036)"
Երևան - Կոտայք սահման,Erewan - Kotayk sahman,"(40.2298592, 44.4550439)"
Քասախ,Kasakh,"(40.2298592, 44.4550439)"
Երևան - Կոտայք սահման,Erewan - Kotayk sahman,"(40.2277342976784, 44.45374747460929)"
Քասախ,Kasakh,"(40.227734740538565, 44.453729093581245)"
Երևան - Կոտայք սահման,Erewan - Kotayk sahman,"(40.2302533, 44.4565103)"
Քասախ,Kasakh,"(40.2302533, 44.4565103)"
Երևան - Կոտայք սահման,Erewan - Kotayk sahman,"(40.230023, 44.45611435)"
Քասախ,Kasakh,"(40.230023, 44.45611435)"
Կոնդի 1ին փողոց,Kondi 1in poghots,"(40.1827739, 44.503570499999995)"
Սուրբ Հովհաննեսի փողոց,Sowrb Hovhannesi poghots,"(40.184163100000006, 44.50317645)"
"['Ֆրիկի փողոց', 'Կոնդի 1ին փողոց']","['Friki poghots', 'Kondi 1in poghots']","(40.18436980121897, 44.503977300061635)"
Ռուստավելի փողոց,Rhowstaveli poghots,"(40.183900922923556, 44.50300195832863)"
Ռուստավելի փողոց,Rhowstaveli poghots,"(40.18158954204148, 44.5012253824373)"
Սիմոն Երևանցի փողոց,Simon Erewantsi poghots,"(40.18068150039484, 44.50194250076226)"
Սիմոն Երևանցի փողոց,Simon Erewantsi poghots,"(40.18123388766637, 44.50034791109008)"
Հովհաննես Թևոսյան փողոց,Hovhannes Tewosyan poghots,"(40.18637803477452, 44.58025886371092)"
Գյուրջյան փողոց,Gyowrjyan poghots,"(40.1888785401912, 44.55726125741066)"
Գյուրջյան փողոց,Gyowrjyan poghots,"(40.18724071125853, 44.55594008615833)"
Լյուքսեմբուրգի փողոց,Lyowksembowrgi poghots,"(40.1889343041977, 44.559677629845424)"
Սերո Խանզադյան փողոց,Sero Khanzadyan poghots,"(40.191296293845625, 44.53875257949015)"
Սերո Խանզադյան փողոց,Sero Khanzadyan poghots,"(40.19049698093499, 44.54141927600578)"
Սերո Խանզադյան փողոց 2-րդ նրբանցք,Sero Khanzadyan poghots 2-rd nrbantsk,"(40.19062414435398, 44.5391124467289)"
Սերո Խանզադյան փողոց 1-ին նրբանցք,Sero Khanzadyan poghots 1-in nrbantsk,"(40.19096403093848, 44.541645471025994)"
Սերո Խանզադյան փողոց,Sero Khanzadyan poghots,"(40.192243397451016, 44.53716567396209)"
Սերո Խանզադյան փողոց,Sero Khanzadyan poghots,"(40.19147883824494, 44.53356717496284)"
Սերո Խանզադյան փողոց,Sero Khanzadyan poghots,"(40.19211471139743, 44.53575690472423)"
Գևորգ Ջահուկյան փողոց,Geworg Jahowkyan poghots,"(40.181856170892125, 44.530708323383415)"
Նոր խճուղի,Nor khchowghi,"(40.1831024474768, 44.52987775096921)"
Նոր խճուղի,Nor khchowghi,"(40.173937405264425, 44.52849965234422)"
Գևորգ Ջահուկյան փողոց,Geworg Jahowkyan poghots,"(40.17498917810106, 44.528818240172534)"
Հակոբ Հակոբյան փողոց նրբանցք,Hakob Hakobyan poghots nrbantsk,"(40.20158254049458, 44.49241795232326)"
Սևանի նրբանցք,Sewani nrbantsk,"(40.15223667692745, 44.50058254623155)"
Սմբատ զորավարի փողոց,Smbat zoravari poghots,"(40.15403740033574, 44.50185616950909)"
Սևանի նրբանցք,Sewani nrbantsk,"(40.151753681676, 44.50240832280047)"
Սևանի նրբանցք,Sewani nrbantsk,"(40.15223667692745, 44.50058254623155)"
Ազատամարտիկների պողոտա,Azatamartikneri poghota,"(40.1476415012139, 44.522472736890904)"
Ազատամարտիկների պողոտա,Azatamartikneri poghota,"(40.14625432148361, 44.52234414114304)"
Նոր Արեշի 5-րդ փողոց,Nor Areshi 5-rd poghots,"(40.14679502151365, 44.5229364031573)"
Նոր Արեշի 5-րդ փողոց,Nor Areshi 5-rd poghots,"(40.14685208467618, 44.52192509917461)"
Նոր Արեշի 5-րդ փողոց,Nor Areshi 5-rd poghots,"(40.147200350000006, 44.515499750000004)"
Նոր Արեշի 5-րդ փողոց,Nor Areshi 5-rd poghots,"(40.14710734091437, 44.51710757581498)"
Մուրացանի փողոց,Mowratsani poghots,"(40.1456837278384, 44.51586591451317)"
Մուրացանի փողոց,Mowratsani poghots,"(40.14772486417982, 44.51605456244058)"
Նոր Արեշի 5-րդ փողոց,Nor Areshi 5-rd poghots,"(40.1472519, 44.5145462)"
Նոր Արեշի 2-րդ փողոց,Nor Areshi 2-rd poghots,"(40.14578447305724, 44.51396261473285)"
Նոր Արեշի 2-րդ փողոց,Nor Areshi 2-rd poghots,"(40.14781409961087, 44.51415400421417)"
"['Խանջյան փողոց', 'Ագաթանգեղոսի փողոց']","['Khanjyan poghots', 'Agatangeghosi poghots']","(40.17343615799372, 44.514741689428085)"
Դուրյան թաղամաս,Dowryan taghamas,"(40.212649272249024, 44.58100266044502)"
Գեներալ Նվեր Սաֆարյանի փողոց,General Nver Safaryani poghots,"(40.21057997307429, 44.57893492793483)"
Գեներալ Նվեր Սաֆարյանի փողոց,General Nver Safaryani poghots,"(40.210457195941075, 44.57722687285488)"
Քանաքեռ 15-րդ փողոց,Kanakerh 15-rd poghots,"(40.227919299999996, 44.54512245)"
Մելիք Մելիքյան փողոց,Melik Melikyan poghots,"(40.228581089351515, 44.54476536760646)"
Մելիք Մելիքյան փողոց,Melik Melikyan poghots,"(40.227764110001374, 44.54654169530409)"
"['Մելիք Մելիքյան փողոց նրբանցք', 'Քանաքեռ 15-րդ փողոց']","['Melik Melikyan poghots nrbantsk', 'Kanakerh 15-rd poghots']","(40.228109775532516, 44.547535018134354)"
Քանաքեռ 14-րդ փողոց,Kanakerh 14-rd poghots,"(40.227164200000004, 44.5456802)"
Մելիք Մելիքյան փողոց,Melik Melikyan poghots,"(40.227764110001374, 44.54654169530409)"
Քանաքեռ 14-րդ փողոց,Kanakerh 14-rd poghots,"(40.22641287215808, 44.54728082309182)"
Զաքարիա Սարկավագի փողոց,Zakaria Sarkavagi poghots,"(40.2343281, 44.55435005)"
Զաքարիա Սարկավագի փողոց,Zakaria Sarkavagi poghots,"(40.23350321330082, 44.55428195029722)"
Զաքարիա Սարկավագի փողոց 6-րդ նրբանցք,Zakaria Sarkavagi poghots 6-rd nrbantsk,"(40.23395700571718, 44.55340022438788)"
Ծարավ Աղբյուրի փողոց,Tsarav Aghbyowri poghots,"(40.222069423846364, 44.536120578582654)"
Ծարավ Աղբյուրի փողոց,Tsarav Aghbyowri poghots,"(40.22293493700834, 44.533578903179944)"
Քանաքեռ 6-րդ փողոց 3-րդ նրբանցք,Kanakerh 6-rd poghots 3-rd nrbantsk,"(40.221424045928806, 44.534699524360995)"
Զաքարիա Սարկավագի փողոց 6-րդ նրբանցք,Zakaria Sarkavagi poghots 6-rd nrbantsk,"(40.23395700571718, 44.55340022438788)"
Զաքարիա Սարկավագի փողոց 6-րդ նրբանցք,Zakaria Sarkavagi poghots 6-rd nrbantsk,"(40.233134487009444, 44.55227841659034)"
Զաքարիա Սարկավագի փողոց 6-րդ նրբանցք,Zakaria Sarkavagi poghots 6-rd nrbantsk,"(40.23308709034842, 44.55333978339922)"
Զաքարիա Սարկավագի փողոց,Zakaria Sarkavagi poghots,"(40.2294495482607, 44.55104562629909)"
Զաքարիա Սարկավագի փողոց,Zakaria Sarkavagi poghots,"(40.23350321330082, 44.55428195029722)"
Զաքարիա Սարկավագի փողոց 6-րդ նրբանցք,Zakaria Sarkavagi poghots 6-rd nrbantsk,"(40.23308709034842, 44.55333978339922)"
Գեներալ Նվեր Սաֆարյանի փողոց,General Nver Safaryani poghots,"(40.21096135, 44.575632299999995)"
Դուրյան թաղամաս,Dowryan taghamas,"(40.21081193137573, 44.5774272045055)"
Գեներալ Նվեր Սաֆարյանի փողոց,General Nver Safaryani poghots,"(40.210457195941075, 44.57722687285488)"
Մալյան նրբանցք,Malyan nrbantsk,"(40.20516194601605, 44.56476589520424)"
Մոլդովական փողոց,Moldovakan poghots,"(40.20386943865018, 44.56524248814204)"
Մոլդովական փողոց,Moldovakan poghots,"(40.20588757540612, 44.56800219871892)"
Դուրյան թաղամաս,Dowryan taghamas,"(40.21276483981587, 44.582387315632204)"
Գեներալ Նվեր Սաֆարյանի փողոց,General Nver Safaryani poghots,"(40.21446133674546, 44.585627875390834)"
Գեներալ Նվեր Սաֆարյանի փողոց,General Nver Safaryani poghots,"(40.2134996087786, 44.58462497790775)"
Տաշկենդի փողոց,Tashkendi poghots,"(40.22146349613088, 44.57183448788684)"
Մարշալ Բաբաջանյան փողոց նրբանցք,Marshal Babajanyan poghots nrbantsk,"(40.22344775349775, 44.571525177616714)"
Տաշկենդի փողոց,Tashkendi poghots,"(40.22163326796457, 44.57311877943902)"
Դավիթ Մալյան փողոց,Davit Malyan poghots,"(40.20775731078509, 44.56422130110047)"
Դավիթ Մալյան փողոց,Davit Malyan poghots,"(40.207335392569384, 44.56326372667961)"
Մալյան նրբանցք,Malyan nrbantsk,"(40.20678722747201, 44.56437741379467)"
"['Հրաչյա Աճառյան փողոց 1-ին նրբանցք', 'Արտաշես Շահինյան փողոց']","['Hrachya Acharhyan poghots 1-in nrbantsk', 'Artashes Shahinyan poghots']","(40.21669418645135, 44.564725112972056)"
Հրաչյա Աճառյան փողոց 1-ին նրբանցք,Hrachya Acharhyan poghots 1-in nrbantsk,"(40.21844535420256, 44.56794433364547)"
Հրաչյա Աճառյան փողոց 1-ին նրբանցք,Hrachya Acharhyan poghots 1-in nrbantsk,"(40.217852731674974, 44.563027713189356)"
Տաշկենդի փողոց,Tashkendi poghots,"(40.2222986405159, 44.57327587659818)"
Մարշալ Բաբաջանյան փողոց նրբանցք,Marshal Babajanyan poghots nrbantsk,"(40.22091070826982, 44.57398196246445)"
Տաշկենդի փողոց,Tashkendi poghots,"(40.22163326796457, 44.57311877943902)"
Դուրյան թաղամաս,Dowryan taghamas,"(40.21081193137573, 44.5774272045055)"
Տաշկենդի փողոց,Tashkendi poghots,"(40.219865219043044, 44.571459761351065)"
Մարշալ Բաբաջանյանի փողոց,Marshal Babajanyani poghots,"(40.219996905679444, 44.57302070152088)"
Մարշալ Բաբաջանյանի փողոց,Marshal Babajanyani poghots,"(40.21957766694318, 44.56957658502206)"
Հրաչյա Աճառյան փողոց,Hrachya Acharhyan poghots,"(40.214507575734636, 44.56266548172768)"
Ավան 3-րդ փողոց,Avan 3-rd poghots,"(40.21374181350375, 44.563225358054204)"
Մարշալ Խուդյակովի փողոց 4-րդ նրբանցք,Marshal Khowdyakovi poghots 4-rd nrbantsk,"(40.21325908107751, 44.57587432808961)"
Մարշալ Խուդյակովի փողոց,Marshal Khowdyakovi poghots,"(40.213733900109375, 44.5746715591545)"
Մարշալ Խուդյակովի փողոց,Marshal Khowdyakovi poghots,"(40.21411059032181, 44.57607092424147)"
Սայաթ-Նովա թաղամաս,Sayat-Nova taghamas,"(40.21673211791397, 44.583870697678144)"
Մարշալ Խուդյակովի փողոց 4-րդ նրբանցք,Marshal Khowdyakovi poghots 4-rd nrbantsk,"(40.21225644859552, 44.57442289920752)"
Գեներալ Նվեր Սաֆարյանի փողոց,General Nver Safaryani poghots,"(40.21182609542402, 44.57370704796479)"
Գեներալ Նվեր Սաֆարյանի փողոց,General Nver Safaryani poghots,"(40.21266289465016, 44.57251521346963)"
Մարշալ Խուդյակովի փողոց 4-րդ նրբանցք,Marshal Khowdyakovi poghots 4-rd nrbantsk,"(40.21188280937108, 44.576064330144824)"
Մարշալ Խուդյակովի փողոց 4-րդ նրբանցք,Marshal Khowdyakovi poghots 4-rd nrbantsk,"(40.21159779773678, 44.57514505115953)"
Մարշալ Խուդյակովի փողոց 4-րդ նրբանցք,Marshal Khowdyakovi poghots 4-rd nrbantsk,"(40.21225644859552, 44.57442289920752)"
Մարշալ Խուդյակովի փողոց 4-րդ նրբանցք,Marshal Khowdyakovi poghots 4-rd nrbantsk,"(40.21250845, 44.5762548)"
Մարշալ Խուդյակովի փողոց 4-րդ նրբանցք,Marshal Khowdyakovi poghots 4-rd nrbantsk,"(40.21325908107751, 44.57587432808961)"
Մարշալ Խուդյակովի փողոց 4-րդ նրբանցք,Marshal Khowdyakovi poghots 4-rd nrbantsk,"(40.21307925972411, 44.57744129518247)"
Գեներալ Նվեր Սաֆարյանի փողոց,General Nver Safaryani poghots,"(40.214927599999996, 44.58591815)"
Չարենց թաղամաս,Charents taghamas,"(40.21467134700649, 44.58500713561948)"
Գեներալ Նվեր Սաֆարյանի փողոց,General Nver Safaryani poghots,"(40.21446133674546, 44.585627875390834)"
Մոսկովյան փողոց,Moskovyan poghots,"(40.18827175, 44.5164661)"
Մոսկովյան փողոց,Moskovyan poghots,"(40.18823356060005, 44.51671177816991)"
Մեսրոպ Մաշտոցի պողոտա,Mesrop Mashtotsi poghota,"(40.18868170371956, 44.51706927586997)"
Դավիթ Մալյան փողոց,Davit Malyan poghots,"(40.207335392569384, 44.56326372667961)"
Գայի պողոտա,Gayi poghota,"(40.20795433472126, 44.562200432262394)"
Ադմիրալ Իսակովի պողոտա,Admiral Isakovi poghota,"(40.17391370093009, 44.49529424270469)"
Թաիրովի փողոց,Tairovi poghots,"(40.1721125758805, 44.49250152266214)"
Նորագյուղ փողոց,Noragyowgh poghots,"(40.16983874190027, 44.49139543632939)"
Ադմիրալ Իսակովի պողոտա,Admiral Isakovi poghota,"(40.171508137835986, 44.491407294268036)"
Աբովյան փողոց,Abovyan poghots,"(40.180112193729514, 44.514650418408756)"
Պուշկինի փողոց,Powshkini poghots,"(40.18093929635958, 44.515184722660265)"
Պուշկինի փողոց,Powshkini poghots,"(40.18020809597995, 44.516181786131924)"
Վարդանանց փողոց,Vardanants poghots,"(40.17902936747413, 44.51752487308358)"
Կարապետ Ուլնեցու փողոց,Karapet Owlnetsow poghots,"(40.201918, 44.532630499999996)"
Դավիթ Անհաղթի փողոց,Davit Anhaghti poghots,"(40.20331138882136, 44.53029435292931)"
Կարապետ Ուլնեցու փողոց,Karapet Owlnetsow poghots,"(40.20241655665789, 44.53321433970946)"
Արամի փողոց,Arami poghots,"(40.181160619324515, 44.511441412156444)"
Տերյան փողոց,Teryan poghots,"(40.18141643719908, 44.51279093187651)"
Տերյան փողոց,Teryan poghots,"(40.18625135, 44.5186264)"
Աղայան փողոց,Aghayan poghots,"(40.18531221636969, 44.51910716573998)"
Տերյան փողոց,Teryan poghots,"(40.18685131637652, 44.51934155428715)"
Աբովյան փողոց,Abovyan poghots,"(40.1840372417141, 44.51925907214925)"
Աղայան փողոց,Aghayan poghots,"(40.18531221636969, 44.51910716573998)"
Արտեմ Միկոյան փողոց,Artem Mikoyan poghots,"(40.181546065390215, 44.57548166854046)"
Մինսկի փողոց,Minski poghots,"(40.17832245618612, 44.57721064449396)"
Ալմա-Աթայի փողոց,Alma-Atayi poghots,"(40.21650495, 44.5791417)"
Իսահակյան թաղամաս,Isahakyan taghamas,"(40.217118108862934, 44.5776738850503)"
Ալմա-Աթայի փողոց,Alma-Atayi poghots,"(40.21544349459603, 44.577902384762105)"
Ալմա-Աթայի փողոց,Alma-Atayi poghots,"(40.21650495, 44.5791417)"
Հովհաննիսյան թաղամաս,Hovhannisyan taghamas,"(40.21765157688806, 44.580828447809)"
Հովհաննիսյան թաղամաս,Hovhannisyan taghamas,"(40.217120045113305, 44.57868493378724)"
Վարուժան թաղամաս,Varowzhan taghamas,"(40.215364609189166, 44.576244029585546)"
Ալմա-Աթայի փողոց,Alma-Atayi poghots,"(40.216420783566925, 44.57524825263936)"
Ալմա-Աթայի փողոց,Alma-Atayi poghots,"(40.21643892133586, 44.57619020502036)"
Ավան 5-րդ փողոց,Avan 5-rd poghots,"(40.211792, 44.56361245)"
Ավան 6-րդ փողոց,Avan 6-rd poghots,"(40.21157472225415, 44.56557909531179)"
Ավան 6-րդ փողոց,Avan 6-rd poghots,"(40.21265897039604, 44.5647771100621)"
Ավան 5-րդ փողոց,Avan 5-rd poghots,"(40.21281595831872, 44.56608820807844)"
Ավան 4-րդ փողոց,Avan 4-rd poghots,"(40.20877725, 44.564064349999995)"
Ավան 4-րդ փողոց 4-րդ նրբանցք,Avan 4-rd poghots 4-rd nrbantsk,"(40.208029468528196, 44.56256662129852)"
Ավան 4-րդ փողոց,Avan 4-rd poghots,"(40.20824654917678, 44.564480098987715)"
Ավան 4-րդ փողոց 3-րդ նրբանցք,Avan 4-rd poghots 3-rd nrbantsk,"(40.20909022918261, 44.56552267318938)"
Ավան 4-րդ փողոց 3-րդ նրբանցք,Avan 4-rd poghots 3-rd nrbantsk,"(40.21008535675896, 44.5660138051474)"
Ավան-Առինջ 2-րդ միկրոշրջան,Avan-Arhinj 2-rd mikroshrjan,"(40.22526885200318, 44.57132143359192)"
Մարշալ Բաբաջանյան փողոց նրբանցք,Marshal Babajanyan poghots nrbantsk,"(40.22344775349775, 44.571525177616714)"
Տաշկենդի փողոց,Tashkendi poghots,"(40.22420471229341, 44.57171070594184)"
Տաշկենդի փողոց,Tashkendi poghots,"(40.2222986405159, 44.57327587659818)"
Տաշկենդի փողոց,Tashkendi poghots,"(40.22419566362965, 44.57377799537449)"
Տաշկենդի փողոց,Tashkendi poghots,"(40.22420471229341, 44.57171070594184)"
Ավան 4-րդ փողոց,Avan 4-rd poghots,"(40.20877725, 44.564064349999995)"
Ավան 4-րդ փողոց 4-րդ նրբանցք,Avan 4-rd poghots 4-rd nrbantsk,"(40.208029468528196, 44.56256662129852)"
Ավան 4-րդ փողոց,Avan 4-rd poghots,"(40.209309405208124, 44.56366460693168)"
Ավան 4-րդ փողոց 3-րդ նրբանցք,Avan 4-rd poghots 3-rd nrbantsk,"(40.20950800566004, 44.56498221104787)"
Մարշալ Խուդյակովի փողոց 1-ին նրբանցք,Marshal Khowdyakovi poghots 1-in nrbantsk,"(40.212824650895485, 44.56967561855717)"
Արտաշես Շահինյան փողոց,Artashes Shahinyan poghots,"(40.21328751082603, 44.57024934617663)"
Արտաշես Շահինյան փողոց,Artashes Shahinyan poghots,"(40.213666025312314, 44.56946353963724)"
Մարշալ Խուդյակովի փողոց 1-ին նրբանցք,Marshal Khowdyakovi poghots 1-in nrbantsk,"(40.212824650895485, 44.56967561855717)"
